id,occurred_date 111,occurred_time 111,location_text 111,weather,light_condition,accident_type,dead_count 111,injured_count 111,vehicle_1_type,vehicle_1_detail,vehicle_2_type,longitude111,latitude111
400,2022-03-31,20:38:59,屏東縣內埔鄉復興路與埤頭巷口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.55631,22.607382
401,2022-04-07,10:49:54,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559745,22.608298
402,2022-04-07,14:45:08,屏東縣內埔鄉復興路與德美路口,雨,日間自然光線,人與汽(機)車,0,1,人,行人,其他,120.562358,22.608964
403,2022-04-20,01:05:00,屏東縣內埔鄉復興路口 / 屏東縣內埔鄉德修路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,4,,,,120.562358,22.60899
404,2022-04-24,13:03:10,屏東縣內埔鄉復興路178號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559353,22.608233
405,2022-04-26,17:03:00,屏東縣內埔鄉復興路口 / 屏東縣內埔鄉永光路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562641,22.609009
406,2022-04-27,18:03:00,屏東縣內埔鄉內田村德修路口 / 屏東縣內埔鄉內田村復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562358,22.60899
407,2022-05-01,00:28:00,屏東縣內埔鄉屏光路與復興路路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.559745,22.608298
408,2022-05-01,05:46:25,屏東縣內埔鄉德美路口 / 屏東縣內埔鄉復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562377,22.608961
409,2022-07-18,17:41:00,屏東縣內埔鄉內田村永光路口 / 屏東縣內埔鄉內田村復興路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562589,22.608999
410,2022-07-25,10:01:14,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559745,22.608298
411,2022-08-21,08:32:58,屏東縣內埔鄉內田村復興路漫時光早餐店前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562238,22.608981
412,2022-08-30,07:08:00,屏東縣內埔鄉內田村台一線屏光路與復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559857,22.608336
413,2022-09-15,16:08:24,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.559792,22.608303
414,2022-09-17,17:05:51,屏東縣內埔鄉復興路與復興路87巷口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.562,22.608908
415,2022-09-19,19:52:00,屏東縣內埔鄉廣濟路附近 / 屏東縣內埔鄉復興路,晴,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,1,人,行人,其他,120.565742,22.61056
416,2022-09-23,13:33:00,屏東縣內埔鄉復興路口 / 屏東縣內埔鄉復興路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.561989,22.60882
417,2022-09-25,21:05:39,屏東縣內埔鄉復興路與屏光路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.559745,22.608298
418,2022-10-14,08:11:56,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.559745,22.608298
419,2022-10-28,07:47:00,屏東縣內埔鄉復興路326之1號前,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.548346,22.605141
420,2022-11-06,10:17:46,屏東縣內埔鄉復興路91號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.561693,22.608681
421,2022-12-12,15:51:58,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,其他,120.558854,22.612406
422,2022-12-20,16:48:00,屏東縣內埔鄉復興路87巷77號旁,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560174,22.604539
423,2022-12-27,18:11:00,屏東縣內埔鄉屏光路與復興路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.55968,22.608277
424,2022-01-04,23:49:18,屏東縣內埔鄉屏光路399號前,晴,夜間(或隧道、地下道、涵洞)有照明,汽(機)車本身,0,1,,,,120.557732,22.616283
425,2022-01-21,18:30:18,屏東縣內埔鄉屏光路293號,晴,晨或暮光,汽(機)車本身,0,1,,,,120.558691,22.612144
426,2022-02-11,15:02:58,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉自立路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558904,22.612429
427,2022-02-15,07:52:00,屏東縣內埔鄉屏光路23號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560635,22.603815
428,2022-02-20,10:11:00,屏東縣內埔鄉東寧村台一線屏光路與自立路口,陰,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558883,22.612394
429,2022-02-22,11:54:11,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉自立路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558877,22.612449
430,2022-02-25,08:21:00,屏東縣內埔鄉屏光路路與自立路口,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.558759,22.612371
431,2022-03-05,10:07:30,屏東縣內埔鄉屏光路、埤頭巷口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.559285,22.61015
432,2022-03-09,13:43:00,屏東縣內埔鄉台一線屏光路往潮州方向,晴,日間自然光線,汽(機)車本身,0,1,,,,120.540194,22.545936
433,2022-03-20,11:26:36,屏東縣內埔鄉屏光路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.545768,22.552656
434,2022-05-02,19:11:04,屏東縣內埔鄉屏光路32之2號,雨,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,1,,,,120.560845,22.604602
435,2022-06-07,17:54:00,屏東縣內埔鄉內田村屏光路口 / 屏東縣內埔鄉內田村屏光路附近,雨,日間自然光線,車與車,0,2,小客車,自用,汽車,120.559427,22.610082
436,2022-07-08,07:35:46,屏東縣內埔鄉屏光路23號,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559489,22.60313
437,2022-08-11,08:08:08,屏東縣內埔鄉屏光路自強路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557708,22.616668
438,2022-08-11,23:55:00,屏東縣內埔鄉屏光路399號旁,晴,夜間(或隧道、地下道、涵洞)無照明,車與車,0,1,小客車,自用,汽車,120.557881,22.615762
439,2022-08-22,12:33:00,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉自強路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557708,22.616668
440,2022-08-25,14:39:33,屏東縣內埔鄉屏光路303號,晴,日間自然光線,人與汽(機)車,0,1,人,其他人,其他,120.55851,22.612705
441,2022-08-30,07:08:00,屏東縣內埔鄉內田村台一線屏光路與復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559857,22.608336
442,2022-09-25,21:05:39,屏東縣內埔鄉復興路與屏光路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.559745,22.608298
443,2022-10-09,11:43:00,屏東縣內埔鄉屏光路與自強路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557544,22.616661
444,2022-10-12,14:42:47,屏東縣內埔鄉屏光路23號,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.559489,22.60313
445,2022-11-02,18:29:00,屏東縣內埔鄉內田村屏光路段北側,晴,日間自然光線,車與車,0,2,慢車,腳踏自行車,其他,120.5601,22.607317
446,2022-12-01,17:34:00,屏東縣內埔鄉美和村屏光路27-2號附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560922,22.604322
447,2022-12-23,13:06:02,屏東縣內埔鄉屏光路23號前,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.560635,22.603815
