id,occurred_date 111,occurred_time 111,location_text 111,weather,light_condition,accident_type,dead_count 111,injured_count 111,vehicle_1_type,vehicle_1_detail,vehicle_2_type,longitude111,latitude111
238,2022-07-16,18:26:00,屏東縣內埔鄉南寧路191號前,晴,日間自然光線,車與車,0,1,慢車,腳踏自行車,其他,120.562035,22.619575
239,2022-07-28,07:51:00,屏東縣內埔鄉內埔鄉南寧路71號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.564518,22.617871
240,2022-07-30,16:04:00,屏東縣內埔鄉南寧路23號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.565568,22.617248
241,2022-07-31,22:45:00,屏東縣內埔鄉東寧村南寧路31號附近,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.565478,22.617517
242,2022-08-13,09:37:07,屏東縣內埔鄉南寧路與東寧路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559679,22.621203
243,2022-09-02,07:32:00,屏東縣內埔鄉勝利路口 / 屏東縣內埔鄉南寧路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559745,22.621167
244,2022-09-04,08:38:22,屏東縣內埔鄉南寧路3號,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.565483,22.616809
245,2022-09-23,15:47:00,屏東縣內埔鄉南寧路492-1號,雨,日間自然光線,人與汽(機)車,0,1,人,乘客,其他,120.554734,22.624477
246,2022-10-03,15:50:42,屏東縣內埔鄉南寧路442-8號前0.0公尺,晴,日間自然光線,汽(機)車本身,0,1,,,,120.55651,22.623342
247,2022-10-04,12:39:32,屏東縣內埔鄉勝利路與南寧路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559641,22.621201
248,2022-10-17,17:52:24,屏東縣內埔鄉南寧路與勝利路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566314,22.619741
249,2022-11-04,09:51:00,屏東縣內埔鄉東寧村台一線與南寧路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,人,乘客,其他,120.556541,22.622851
250,2022-11-08,07:48:00,屏東縣內埔鄉南寧路422號前,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.557627,22.622569
251,2022-11-11,11:38:15,屏東縣內埔鄉南寧路與民善路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.559679,22.621203
252,2022-11-16,21:24:44,屏東縣內埔鄉南寧路55號對面,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.565129,22.617804
253,2022-11-25,19:41:00,屏東縣內埔鄉南寧路與平昌街口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.564598,22.618098
254,2022-12-15,19:32:20,屏東縣內埔鄉南寧路與平昌街口,晴,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,2,人,行人,其他,120.564545,22.618119
255,2022-11-21,09:31:00,屏東縣內埔鄉東寧村北寧路口 / 屏東縣內埔鄉東寧村平昌街附近,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.565736,22.618249
256,2022-12-08,10:36:20,屏東縣內埔鄉平昌街口 / 屏東縣內埔鄉北寧路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.565745,22.618264
257,2022-12-09,17:02:00,屏東縣內埔鄉東寧村平昌街1號前0.0公尺附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.565182,22.61823
258,2022-12-31,17:56:09,屏東縣內埔鄉北寧路口 / 屏東縣內埔鄉平昌街口,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.565755,22.618293
259,2022-01-05,23:18:00,屏東縣內埔鄉東寧村勝利路口 / 屏東縣內埔鄉東寧村北寧路附近,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,,,,120.566016,22.619864
260,2022-01-27,19:12:00,屏東縣內埔鄉東寧路與勝利路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.566314,22.619741
261,2022-02-07,09:00:00,屏東縣內埔鄉東寧村勝利路口 / 屏東縣內埔鄉東寧村北寧路口,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.566015,22.61983
262,2022-02-24,19:05:00,屏東縣內埔鄉東寧村勝利路722號附近,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.559864,22.620424
263,2022-03-28,17:23:00,屏東縣內埔鄉勝利路255號,晴,日間自然光線,車與車,0,1,機車,普通輕型,機車,120.565038,22.620229
264,2022-04-22,16:55:00,屏東縣內埔鄉東寧路口 / 屏東縣內埔鄉勝利路,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.559844,22.620623
265,2022-04-29,14:48:00,屏東縣內埔鄉東寧村北寧路口 / 屏東縣內埔鄉東寧村勝利路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566014,22.619774
266,2022-04-30,15:09:00,屏東縣內埔鄉勝利路與東寧路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.559941,22.620731
267,2022-05-07,13:13:00,屏東縣內埔鄉北寧路與勝利路口,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.566314,22.619741
268,2022-05-20,18:00:00,屏東縣內埔鄉勝利路49巷口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.569372,22.616878
269,2022-08-02,09:40:40,屏東縣內埔鄉勝利路東興路,雨,日間自然光線,車與車,0,2,機車,普通重型,機車,120.566766,22.619496
270,2022-08-19,15:38:06,屏東縣內埔鄉北寧路口 / 屏東縣內埔鄉勝利路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.566,22.619819
271,2022-09-07,05:00:00,屏東縣內埔鄉勝利路189號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,,,,120.567013,22.619184
272,2022-09-13,11:56:00,屏東縣內埔鄉勝利路口 / 屏東縣內埔鄉東寧路,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56033,22.622128
273,2022-09-22,08:24:00,屏東縣內埔鄉勝利路與平昌路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.567401,22.618942
274,2022-10-02,18:15:57,屏東縣內埔鄉勝利路口 / 屏東縣內埔鄉勝利路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.565033,22.620158
275,2022-10-07,18:26:00,屏東縣內埔鄉勝利路口 / 屏東縣內埔鄉北寧路,雨,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,慢車,腳踏自行車,其他,120.566671,22.61954
276,2022-12-23,18:07:47,屏東縣內埔鄉勝利路283號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.564482,22.620356
277,2022-01-05,11:14:00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村中興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.57124,22.616042
278,2022-01-06,13:36:45,屏東縣內埔鄉光明路268號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.56854,22.615749
279,2022-01-20,17:33:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉南華路,晴,晨或暮光,車與車,0,1,機車,普通重型,其他,120.575423,22.616649
280,2022-01-22,20:40:00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村光明路口,雨,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.566318,22.615157
281,2022-02-03,20:30:00,屏東縣內埔鄉光明路471號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.572918,22.616239
282,2022-02-11,22:21:00,屏東縣內埔鄉光明路與光明路689巷口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,3,人,乘客,其他,120.567017,22.615236
283,2022-03-05,12:47:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉勝利路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.570231,22.615822
284,2022-03-11,08:58:00,屏東縣內埔鄉光明路487-1號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.572063,22.616134
285,2022-03-11,13:16:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉新光路,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.568442,22.615586
286,2022-03-18,13:33:00,屏東縣內埔鄉光明路170號前0.0公尺,晴,日間自然光線,汽(機)車本身,0,1,,,,120.57218,22.616267
287,2022-04-03,18:54:00,屏東縣內埔鄉光明路160號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.566732,22.612401
288,2022-04-05,19:58:00,屏東縣內埔鄉光明路276號,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.568274,22.615636
289,2022-04-14,17:29:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.566286,22.615128
290,2022-04-18,22:13:47,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉南華路口,晴,夜間(或隧道、地下道、涵洞)有照明,汽(機)車本身,0,1,小客車,自用,其他,120.57539,22.61657
291,2022-04-27,12:08:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566286,22.615128
292,2022-04-28,15:06:00,屏東縣內埔鄉內埔村光明路與光明路689巷口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.567027,22.615282
293,2022-04-28,16:00:54,屏東縣內埔鄉光明路252號,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.568891,22.615775
294,2022-04-30,13:30:00,屏東縣內埔鄉內埔村光明路附近 / 屏東縣內埔鄉內埔村光明路口,晴,日間自然光線,人與汽(機)車,0,1,人,乘客,其他,120.57227,22.616173
295,2022-05-08,19:34:00,屏東縣內埔鄉光明路218-1號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.570571,22.615891
296,2022-05-12,17:17:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉崇文巷路附近,晴,日間自然光線,車與車,0,1,慢車,腳踏自行車,其他,120.566253,22.61513
297,2022-06-08,18:18:00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村光明路口,雨,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.566336,22.615069
298,2022-06-12,18:28:00,屏東縣內埔鄉廣濟路附近 / 屏東縣內埔鄉光明路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566275,22.615136
299,2022-07-24,12:29:14,屏東縣內埔鄉光明路687之1號前,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.567105,22.615302
300,2022-08-29,11:36:00,屏東縣內埔鄉內埔村光明路481巷62號前0.0公尺附近,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.571838,22.615034
301,2022-09-12,18:36:00,屏東縣內埔鄉光明路附近 / 屏東縣內埔鄉光明路292巷口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.567506,22.615398
302,2022-09-15,11:58:44,屏東縣內埔鄉光明路226號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56996,22.615845
303,2022-09-18,21:29:00,屏東縣內埔鄉勝利路附近 / 屏東縣內埔鄉光明路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.570242,22.61587
304,2022-09-21,15:12:00,屏東縣內埔鄉光明路471號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.572772,22.61623
305,2022-09-26,22:49:40,屏東縣內埔鄉光明路651號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.567463,22.615308
306,2022-10-02,12:20:17,屏東縣內埔鄉光明路97號前,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.574101,22.616352
307,2022-10-23,13:45:59,屏東縣內埔鄉光明路268號前,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.56854,22.615749
308,2022-11-29,18:03:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉中興路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.57124,22.616042
309,2022-12-08,01:25:49,屏東縣內埔鄉光明路495號前,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.571667,22.61602
310,2022-12-14,20:17:06,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村勝利路口,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,人,乘客,其他,120.570272,22.615884
311,2022-12-20,07:51:04,屏東縣內埔鄉光明路、興安街口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.573516,22.616381
312,2022-12-20,17:21:50,屏東縣內埔鄉內埔村光明路156號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.572512,22.616261
313,2022-01-02,23:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.557556,22.594841
314,2022-01-11,12:20:50,屏東縣內埔鄉學人路與學興路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56266,22.604778
315,2022-01-17,14:33:00,屏東縣內埔鄉和興村學人路706號前0.0公尺,陰,日間自然光線,車與車,0,2,機車,普通輕型,機車,120.564117,22.607495
316,2022-01-20,15:00:00,屏東縣內埔鄉學人路660巷前0.0公尺口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.563467,22.606331
317,2022-01-21,15:35:34,屏東縣內埔鄉學人路493號,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.561984,22.603824
318,2022-02-08,14:43:40,屏東縣內埔鄉學人路143-1號,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.558205,22.597041
319,2022-02-11,17:04:08,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉忠英路口,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.558888,22.597732
320,2022-02-11,18:11:54,屏東縣內埔鄉學人路620號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.563099,22.605423
321,2022-02-22,16:30:00,屏東縣內埔鄉屏光路與學人路口,晴,日間自然光線,汽(機)車本身,0,1,,,,120.561089,22.602646
322,2022-02-23,21:23:13,屏東縣內埔鄉學人路106號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.558283,22.596404
323,2022-02-26,08:43:37,屏東縣內埔鄉學人路655號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.563375,22.606568
324,2022-02-27,12:05:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557535,22.595277
325,2022-03-04,15:05:00,屏東縣內埔鄉和興村學人路732號前0.0公尺,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.564471,22.608184
326,2022-03-06,21:25:24,屏東縣內埔鄉學人路埔興路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.564748,22.60871
327,2022-03-12,20:15:00,屏東縣內埔鄉和興村學人路燦坤3C前,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.563692,22.606744
328,2022-03-25,13:26:36,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.545768,22.552656
329,2022-03-25,16:22:00,屏東縣內埔鄉美和村學興路口 / 屏東縣內埔鄉美和村學人路附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.562649,22.604837
330,2022-04-06,20:12:00,屏東縣內埔鄉和興村學人路408號新紅館餐廳前,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.561698,22.603095
331,2022-04-09,07:47:01,屏東縣內埔鄉學人路126號前0.0公尺附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558451,22.59697
332,2022-04-11,15:22:00,屏東縣內埔鄉美和村學人路88號前0.0公尺,陰,日間自然光線,車與車,0,1,小客車,自用,其他,120.557807,22.595719
333,2022-04-13,12:34:00,屏東縣內埔鄉學人路640-1號前,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.563172,22.605767
334,2022-04-21,13:59:36,屏東縣內埔鄉學人路618巷11號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56361,22.605279
335,2022-04-23,13:12:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557441,22.595165
336,2022-05-07,18:24:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,4,人,乘客,其他,120.557382,22.59497
337,2022-05-13,17:27:00,屏東縣內埔鄉美和村學人路76號前0.0公尺附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.557263,22.594682
338,2022-05-13,17:28:13,屏東縣內埔鄉學人路689號前,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.5638,22.607185
339,2022-05-19,19:45:57,屏東縣內埔鄉學人路715號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.564091,22.607543
340,2022-05-23,20:52:10,屏東縣內埔鄉和興村學人路與學人路660巷口,陰,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,2,人,行人,其他,120.56345,22.606362
341,2022-05-31,08:33:29,屏東縣內埔鄉內埔鄉學人路702巷64弄與學人路618巷45弄,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.564075,22.605011
342,2022-06-25,10:48:41,屏東縣內埔鄉學人路與學人路618巷口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56293,22.605395
343,2022-06-26,19:10:43,屏東縣內埔鄉學人路747號前,晴,夜間(或隧道、地下道、涵洞)有照明,汽(機)車本身,0,1,人,乘客,其他,120.564438,22.608479
344,2022-07-17,07:43:00,屏東縣內埔鄉學人路618巷51號,晴,日間自然光線,汽(機)車本身,0,1,機車,普通重型,其他,120.564076,22.604991
345,2022-07-17,19:20:11,屏東縣內埔鄉學人路256號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.560233,22.599904
346,2022-07-19,17:40:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村學人路附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.557944,22.596082
347,2022-08-03,15:48:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村忠英路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558846,22.597722
348,2022-08-17,19:31:47,屏東縣內埔鄉學人路與陽明路口,晴,夜間(或隧道、地下道、涵洞)有照明,汽(機)車本身,0,1,機車,普通重型,機車,120.56036,22.600732
349,2022-08-18,16:18:00,屏東縣內埔鄉學人路370號前,雨,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.561705,22.602902
350,2022-08-19,23:03:12,屏東縣內埔鄉學人路505號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.562038,22.60405
351,2022-08-28,12:45:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村陽明路附近,雨,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560015,22.599888
352,2022-09-02,07:26:00,屏東縣內埔鄉學人路623號,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.563176,22.606171
353,2022-09-07,07:54:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557441,22.595165
354,2022-09-09,16:22:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557443,22.595146
355,2022-09-16,12:06:24,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.55745,22.595078
356,2022-09-19,08:05:25,屏東縣內埔鄉學人路323號對面,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560342,22.600444
357,2022-10-11,11:55:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉德美路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562659,22.604806
358,2022-10-15,07:48:00,屏東縣內埔鄉學人路與永安路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.557917,22.596251
359,2022-10-28,13:06:00,屏東縣內埔鄉學人路368號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.561602,22.602926
360,2022-11-11,19:39:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學興路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.562658,22.604745
361,2022-11-20,06:25:59,屏東縣內埔鄉美和村學人路83號前0.0公尺,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.557443,22.595423
362,2022-11-30,22:27:00,屏東縣內埔鄉美和村台一線學人路往內埔方向車道,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,慢車,腳踏自行車,其他,120.561303,22.602298
363,2022-12-29,16:53:35,屏東縣內埔鄉學人路505號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.562134,22.603979
364,2022-12-31,19:41:00,屏東縣內埔鄉和興村學人路口 / 屏東縣內埔鄉和興村學人路660巷口附近,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.563442,22.606348
365,2022-01-02,23:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.557556,22.594841
366,2022-02-27,12:05:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557535,22.595277
367,2022-03-25,13:26:36,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.545768,22.552656
368,2022-04-23,13:12:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557441,22.595165
369,2022-05-07,18:24:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,4,人,乘客,其他,120.557382,22.59497
370,2022-09-07,07:54:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557441,22.595165
371,2022-09-09,16:22:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557443,22.595146
372,2022-09-16,12:06:24,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.55745,22.595078
373,2022-01-02,23:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,小客車,自用,汽車,120.557556,22.594841
374,2022-01-02,23:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.557556,22.594841
375,2022-01-02,23:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.557556,22.594841
376,2022-02-06,12:08:00,屏東縣內埔鄉美和村台一線與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.55744,22.595145
377,2022-02-06,12:08:00,屏東縣內埔鄉美和村台一線與四維路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.55744,22.595145
378,2022-02-14,07:31:00,屏東縣內埔鄉四維路往內埔方向,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.558169,22.592518
379,2022-02-27,12:05:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,機車,大型重型1(550C.C.以上),機車,120.557535,22.595277
380,2022-02-27,12:05:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.557535,22.595277
381,2022-02-27,12:05:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557535,22.595277
382,2022-03-25,13:26:36,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.545768,22.552656
383,2022-04-23,13:12:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557441,22.595165
384,2022-05-07,18:24:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,4,人,乘客,其他,120.557382,22.59497
385,2022-06-04,07:25:00,屏東縣內埔鄉美和村四維路1-15號前,雨,日間自然光線,車與車,0,1,機車,普通重型,機車,120.560131,22.583648
386,2022-07-11,18:04:39,屏東縣內埔鄉四維路51號前,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.559007,22.586519
387,2022-08-20,11:41:00,屏東縣內埔鄉美和村四維路170巷口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.558853,22.589125
388,2022-08-21,13:57:00,屏東縣內埔鄉台一線與四維路路口,晴,日間自然光線,車與車,0,1,機車,大型重型1(550C.C.以上),機車,120.557441,22.595165
389,2022-08-28,09:08:00,屏東縣內埔鄉四維路438巷口,晴,日間自然光線,汽(機)車本身,0,1,,,,120.561429,22.593088
390,2022-09-01,12:31:00,屏東縣內埔鄉四維路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559211,22.587155
391,2022-09-07,07:54:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.557441,22.595165
392,2022-09-09,16:22:00,屏東縣內埔鄉美和村學人路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557443,22.595146
393,2022-09-10,10:36:10,屏東縣內埔鄉四維路13之1號前,晴,日間自然光線,車與車,0,1,小客車,自用,其他,120.559464,22.584152
394,2022-09-16,12:06:24,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.55745,22.595078
395,2022-12-01,14:40:00,屏東縣內埔鄉美和村四維路口 / 屏東縣內埔鄉美和村四維路附近,晴,日間自然光線,汽(機)車本身,0,1,,,,120.559232,22.587156
396,2022-01-17,18:30:00,屏東縣內埔鄉屏光路北側 / 屏東縣內埔鄉復興路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.559745,22.608298
397,2022-01-20,07:50:17,屏東縣內埔鄉復興路87巷8號前,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.561745,22.606929
398,2022-02-07,07:47:24,屏東縣內埔鄉屏光路與復興路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559823,22.60832
399,2022-03-30,08:51:00,屏東縣內埔鄉內田村復興路往內埔方向,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.556116,22.607309
