id,occurred_at,location_text,dead_count,injured_count,vehicles,longitude,latitude
1162,2021-10-21 19:46:00+00,屏東縣內埔鄉壽比路680號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.595994,22.638582
1163,2021-10-23 18:26:00+00,屏東縣內埔鄉壽比路655號,0,1,"[""行人人"",""普通重型機車""]",120.595955,22.63816
1164,2021-10-23 21:02:00+00,屏東縣內埔鄉壽比路與通安路口,0,1,"[""自用小客車"",""普通重型機車""]",120.597968,22.633118
1165,2021-10-26 17:17:00+00,屏東縣內埔鄉老埤村壽比路616-3號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.5963,22.637132
1166,2021-10-28 08:36:00+00,屏東縣內埔鄉壽比路514號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.597031,22.635336
1167,2021-10-28 12:32:00+00,屏東縣內埔鄉壽比路628之1號前,0,1,"[""自用小客車"",""普通重型機車""]",120.596243,22.637652
1168,2021-10-29 06:17:00+00,屏東縣內埔鄉壽比路165巷90之1號前,0,1,"[""普通重型機車"",""自用小客車""]",120.591368,22.633615
1169,2021-10-29 07:52:00+00,屏東縣內埔鄉壽比路165巷90-1號前0.0公尺,0,1,"[""普通重型機車"",""自用小貨車(含客貨兩用)""]",120.590036,22.633896
1170,2021-11-01 17:50:00+00,屏東縣內埔鄉壽比路623號前,0,1,"[""普通重型機車""]",120.596298,22.637027
1171,2021-11-03 12:25:00+00,屏東縣內埔鄉壽比路719號前,0,1,"[""普通重型機車"",""普通重型機車""]",120.595437,22.639779
1172,2021-11-05 14:05:00+00,屏東縣內埔鄉老埤村壽比路688-1號前,0,2,"[""普通重型機車"",""普通重型機車"",""普通重型機車""]",120.595859,22.638773
1173,2021-11-05 18:33:00+00,屏東縣內埔鄉壽比路616號前0.0公尺,0,2,"[""行人人"",""普通重型機車""]",120.596312,22.637207
1174,2021-11-06 02:33:00+00,屏東縣內埔鄉壽比路165巷120號前,0,4,"[""普通重型機車"",""普通重型機車"",""乘客人"",""乘客人""]",120.594847,22.631651
1175,2021-11-10 10:27:00+00,屏東縣內埔鄉壽比路655之9號前,0,1,"[""普通重型機車""]",120.595955,22.63816
1176,2021-11-10 11:15:00+00,屏東縣內埔鄉壽比路學府路,0,1,"[""普通重型機車"",""自用小貨車(含客貨兩用)""]",120.595507,22.640884
1177,2021-11-11 08:00:00+00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉學府路,0,2,"[""普通重型機車"",""普通重型機車""]",120.595507,22.640884
1178,2021-11-11 08:00:00+00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉學府路,0,2,"[""普通重型機車"",""普通重型機車""]",120.595507,22.640884
1179,2021-11-18 15:03:00+00,屏東縣內埔鄉老埤村壽比路616-3號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.596387,22.637094
1180,2021-11-19 12:12:00+00,屏東縣內埔鄉壽比路與壽比路359巷口,0,1,"[""自用小客車"",""普通重型機車""]",120.597541,22.63251
1181,2021-11-19 12:12:00+00,屏東縣內埔鄉壽比路與壽比路359巷口,0,1,"[""自用小客車"",""普通重型機車""]",120.597541,22.63251
1182,2021-11-19 12:37:00+00,屏東縣內埔鄉老埤村壽比路與和成巷口,0,2,"[""普通重型機車"",""普通重型機車""]",120.596736,22.635777
1183,2021-11-23 11:00:00+00,屏東縣內埔鄉壽比路1號前0.0公尺,0,3,"[""普通重型機車"",""普通重型機車"",""乘客人""]",120.596448,22.636621
1184,2021-11-25 11:50:00+00,屏東縣內埔鄉壽比路273號前,0,2,"[""普通重型機車"",""行人人"",""自用小客車""]",120.596631,22.63232
1185,2021-11-30 15:31:00+00,屏東縣內埔鄉老埤村壽比路與南山路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.597552,22.632492
1186,2021-12-01 12:40:00+00,屏東縣內埔鄉老埤村壽比路655之8號前0.0公尺,0,3,"[""普通重型機車"",""行人人"",""乘客人""]",120.59599,22.638166
1187,2021-12-01 17:28:00+00,屏東縣內埔鄉老埤村壽比路655號前,0,1,"[""普通重型機車"",""普通重型機車""]",120.595987,22.638189
1188,2021-12-02 06:50:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村福泰路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.594845,22.631635
1189,2021-12-02 06:50:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村福泰路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.594845,22.631635
1190,2021-12-02 07:11:00+00,屏東縣內埔鄉壽比路359巷與壽比路口,0,1,"[""自用小客車"",""普通重型機車""]",120.59757,22.632477
1191,2021-12-02 07:11:00+00,屏東縣內埔鄉壽比路359巷與壽比路口,0,1,"[""自用小客車"",""普通重型機車""]",120.59757,22.632477
1192,2021-12-06 20:31:00+00,屏東縣內埔鄉老埤村壽比路259巷口,0,1,"[""普通重型機車""]",120.597572,22.632481
1193,2021-12-07 07:28:00+00,屏東縣內埔鄉東勢村科大路口 / 屏東縣內埔鄉東勢村壽比路附近,0,1,"[""普通重型機車"",""自用小貨車(含客貨兩用)""]",120.5891,22.633832
1194,2021-12-07 07:28:00+00,屏東縣內埔鄉東勢村科大路口 / 屏東縣內埔鄉東勢村壽比路附近,0,1,"[""普通重型機車"",""自用小貨車(含客貨兩用)""]",120.5891,22.633832
1195,2021-12-10 16:06:00+00,屏東縣內埔鄉壽比路749巷口,0,1,"[""自用小客車"",""普通重型機車""]",120.595408,22.640461
1196,2021-12-11 10:00:00+00,屏東縣內埔鄉壽比路附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.595541,22.640547
1197,2021-12-11 10:00:00+00,屏東縣內埔鄉壽比路附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.595541,22.640547
1198,2021-12-11 10:00:00+00,屏東縣內埔鄉壽比路附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.595541,22.640547
1199,2021-12-11 10:00:00+00,屏東縣內埔鄉壽比路附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.595541,22.640547
1200,2021-12-11 14:48:00+00,屏東縣內埔鄉科大路1段附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.593147,22.630176
1201,2021-12-11 14:48:00+00,屏東縣內埔鄉科大路1段附近 / 屏東縣內埔鄉壽比路,0,1,"[""自用小客車"",""普通重型機車""]",120.593147,22.630176
1202,2021-12-17 12:40:00+00,屏東縣內埔鄉壽比路655號,0,1,"[""普通重型機車"",""普通重型機車""]",120.596019,22.638036
1203,2021-12-20 20:56:00+00,屏東縣內埔鄉壽比路682號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.596026,22.638301
1204,2021-12-21 08:12:00+00,屏東縣內埔鄉老埤村壽比路409號附近,0,1,"[""普通重型機車""]",120.597908,22.633599
1205,2021-12-21 10:35:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,0,1,"[""自用小客車"",""普通重型機車"",""普通重型機車""]",120.595783,22.63219
1206,2021-12-21 10:35:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,0,1,"[""自用小客車"",""普通重型機車"",""普通重型機車""]",120.595783,22.63219
1207,2021-12-21 10:35:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,0,1,"[""自用小客車"",""普通重型機車"",""普通重型機車""]",120.595783,22.63219
1208,2021-12-21 10:35:00+00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,0,1,"[""自用小客車"",""普通重型機車"",""普通重型機車""]",120.595783,22.63219
1209,2021-12-22 10:04:00+00,屏東縣內埔鄉老埤村壽比路627號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.596333,22.63709
1210,2021-12-23 17:45:00+00,屏東縣內埔鄉老埤村壽比路233號前,0,1,"[""普通重型機車"",""普通重型機車""]",120.596079,22.6366
1211,2021-12-24 18:00:00+00,屏東縣內埔鄉老埤村壽比路內埔牛肉麵前,0,2,"[""普通重型機車"",""普通重型機車""]",120.595554,22.639819
1212,2021-12-28 12:33:00+00,屏東縣內埔鄉壽比路528號前,0,1,"[""普通重型機車"",""普通重型機車"",""乘客人""]",120.596812,22.635888
1213,2021-11-19 12:37:00+00,屏東縣內埔鄉老埤村壽比路與和成巷口,0,2,"[""普通重型機車"",""普通重型機車""]",120.596736,22.635777
1214,2021-07-15 12:11:00+00,屏東縣內埔鄉內田村廣濟路口 / 屏東縣內埔鄉內田村福德路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.565991,22.610927
1215,2021-07-15 12:11:00+00,屏東縣內埔鄉內田村廣濟路口 / 屏東縣內埔鄉內田村福德路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.565991,22.610927
1216,2021-07-25 09:12:00+00,屏東縣內埔鄉廣濟路98號,0,1,"[""營業用小貨車(含客貨兩用)"",""普通重型機車""]",120.566586,22.613876
1217,2021-08-04 12:54:00+00,屏東縣內埔鄉廣濟路與自強路口,0,1,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.566829,22.612005
1218,2021-08-08 15:14:00+00,屏東縣內埔鄉廣濟路圓環內側車道,0,1,"[""自用小客車"",""腳踏自行車慢車""]",120.566752,22.612388
1219,2021-08-29 16:50:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉南寧路,0,1,"[""普通重型機車"",""普通重型機車""]",120.565559,22.617383
1220,2021-08-29 16:50:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉南寧路,0,1,"[""普通重型機車"",""普通重型機車""]",120.565559,22.617383
1221,2021-09-05 17:39:00+00,屏東縣內埔鄉內埔村廣濟路309號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.566005,22.615983
1222,2021-09-08 18:32:00+00,屏東縣內埔鄉廣濟路圓環內,0,1,"[""普通重型機車"",""自用小客車""]",120.566879,22.612404
1223,2021-09-11 17:29:00+00,屏東縣內埔鄉廣濟路廣田路,0,1,"[""自用小客車"",""普通重型機車""]",120.566111,22.615692
1224,2021-09-15 18:20:00+00,屏東縣內埔鄉廣濟路175號前,0,2,"[""腳踏自行車慢車"",""普通重型機車""]",120.566658,22.612841
1225,2021-09-15 21:00:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁智路,0,1,"[""普通重型機車""]",120.56615,22.611084
1226,2021-09-15 21:00:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁智路,0,1,"[""普通重型機車""]",120.56615,22.611084
1227,2021-09-16 18:48:00+00,屏東縣內埔鄉廣濟路175號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.566669,22.61297
1228,2021-09-16 20:45:00+00,屏東縣內埔鄉廣濟路與廣田路口,0,1,"[""普通重型機車""]",120.566829,22.612005
1229,2021-10-01 07:35:00+00,屏東縣內埔鄉內田村廣濟路與光明路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.566357,22.61514
1230,2021-10-04 17:05:00+00,屏東縣內埔鄉廣濟路178號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.566038,22.616015
1231,2021-10-08 18:46:00+00,屏東縣內埔鄉廣濟路圓環內,0,1,"[""普通重型機車"",""自用小客車""]",120.566758,22.612385
1232,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1233,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1234,2021-10-11 11:36:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村廣田路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.566081,22.615696
1235,2021-10-11 11:36:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村廣田路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.566081,22.615696
1236,2021-10-19 10:19:00+00,屏東縣內埔鄉廣濟路261號前,0,1,"[""自用小貨車(含客貨兩用)"",""普通重型機車""]",120.566151,22.614921
1237,2021-10-21 15:40:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村仁和路附近,0,1,"[""普通重型機車"",""普通重型機車""]",120.566424,22.611798
1238,2021-10-21 15:40:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村仁和路附近,0,1,"[""普通重型機車"",""普通重型機車""]",120.566424,22.611798
1239,2021-10-27 10:54:00+00,屏東縣內埔鄉廣濟路49號前,0,2,"[""普通重型機車"",""腳踏自行車慢車""]",120.565363,22.610093
1240,2021-10-30 18:21:00+00,屏東縣內埔鄉內埔村廣濟路134號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.566415,22.614611
1241,2021-11-02 13:05:00+00,屏東縣內埔鄉內田村廣濟路137號附近,0,2,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.56658,22.612198
1242,2021-11-06 12:05:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉廣田路,0,1,"[""普通重型機車"",""自用小客車""]",120.566111,22.615692
1243,2021-11-06 12:05:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉廣田路,0,1,"[""普通重型機車"",""自用小客車""]",120.566111,22.615692
1244,2021-11-06 12:19:00+00,屏東縣內埔鄉內埔村廣濟路6號附近,0,1,"[""自用小客車"",""普通重型機車""]",120.566156,22.611213
1245,2021-11-09 10:41:00+00,屏東縣內埔鄉廣濟路143號前0.0公尺,0,1,"[""普通重型機車"",""普通重型機車""]",120.566614,22.61248
1246,2021-11-14 17:08:00+00,屏東縣內埔鄉廣濟路85號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.565901,22.611167
1247,2021-12-20 17:10:00+00,屏東縣內埔鄉東寧村廣濟路口 / 屏東縣內埔鄉東寧村民生路附近,0,2,"[""普通重型機車"",""普通重型機車""]",120.565768,22.616797
1248,2021-12-20 17:10:00+00,屏東縣內埔鄉東寧村廣濟路口 / 屏東縣內埔鄉東寧村民生路附近,0,2,"[""普通重型機車"",""普通重型機車""]",120.565768,22.616797
1249,2021-12-02 08:45:00+00,屏東縣內埔鄉內埔村廣濟路30號前(圓環道路),0,2,"[""普通重型機車"",""普通重型機車"",""乘客人""]",120.566985,22.612661
1250,2021-07-15 12:11:00+00,屏東縣內埔鄉內田村廣濟路口 / 屏東縣內埔鄉內田村福德路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.565991,22.610927
1251,2021-07-15 12:11:00+00,屏東縣內埔鄉內田村廣濟路口 / 屏東縣內埔鄉內田村福德路附近,0,1,"[""普通重型機車"",""自用小客車""]",120.565991,22.610927
1252,2021-07-25 09:12:00+00,屏東縣內埔鄉廣濟路98號,0,1,"[""營業用小貨車(含客貨兩用)"",""普通重型機車""]",120.566586,22.613876
1253,2021-08-04 12:54:00+00,屏東縣內埔鄉廣濟路與自強路口,0,1,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.566829,22.612005
1254,2021-08-08 15:14:00+00,屏東縣內埔鄉廣濟路圓環內側車道,0,1,"[""自用小客車"",""腳踏自行車慢車""]",120.566752,22.612388
1255,2021-08-29 16:50:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉南寧路,0,1,"[""普通重型機車"",""普通重型機車""]",120.565559,22.617383
1256,2021-08-29 16:50:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉南寧路,0,1,"[""普通重型機車"",""普通重型機車""]",120.565559,22.617383
1257,2021-09-05 17:39:00+00,屏東縣內埔鄉內埔村廣濟路309號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.566005,22.615983
1258,2021-09-08 18:32:00+00,屏東縣內埔鄉廣濟路圓環內,0,1,"[""普通重型機車"",""自用小客車""]",120.566879,22.612404
1259,2021-09-11 17:29:00+00,屏東縣內埔鄉廣濟路廣田路,0,1,"[""自用小客車"",""普通重型機車""]",120.566111,22.615692
1260,2021-09-15 18:20:00+00,屏東縣內埔鄉廣濟路175號前,0,2,"[""腳踏自行車慢車"",""普通重型機車""]",120.566658,22.612841
1261,2021-09-15 21:00:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁智路,0,1,"[""普通重型機車""]",120.56615,22.611084
1262,2021-09-15 21:00:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁智路,0,1,"[""普通重型機車""]",120.56615,22.611084
1263,2021-09-16 18:48:00+00,屏東縣內埔鄉廣濟路175號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.566669,22.61297
1264,2021-09-16 20:45:00+00,屏東縣內埔鄉廣濟路與廣田路口,0,1,"[""普通重型機車""]",120.566829,22.612005
1265,2021-10-01 07:35:00+00,屏東縣內埔鄉內田村廣濟路與光明路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.566357,22.61514
1266,2021-10-04 17:05:00+00,屏東縣內埔鄉廣濟路178號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.566038,22.616015
1267,2021-10-08 18:46:00+00,屏東縣內埔鄉廣濟路圓環內,0,1,"[""普通重型機車"",""自用小客車""]",120.566758,22.612385
1268,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1269,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1270,2021-10-11 11:36:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村廣田路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.566081,22.615696
1271,2021-10-11 11:36:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村廣田路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.566081,22.615696
1272,2021-10-19 10:19:00+00,屏東縣內埔鄉廣濟路261號前,0,1,"[""自用小貨車(含客貨兩用)"",""普通重型機車""]",120.566151,22.614921
1273,2021-10-21 15:40:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村仁和路附近,0,1,"[""普通重型機車"",""普通重型機車""]",120.566424,22.611798
1274,2021-10-21 15:40:00+00,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村仁和路附近,0,1,"[""普通重型機車"",""普通重型機車""]",120.566424,22.611798
1275,2021-10-27 10:54:00+00,屏東縣內埔鄉廣濟路49號前,0,2,"[""普通重型機車"",""腳踏自行車慢車""]",120.565363,22.610093
1276,2021-10-30 18:21:00+00,屏東縣內埔鄉內埔村廣濟路134號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.566415,22.614611
1277,2021-11-02 13:05:00+00,屏東縣內埔鄉內田村廣濟路137號附近,0,2,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.56658,22.612198
1278,2021-11-06 12:05:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉廣田路,0,1,"[""普通重型機車"",""自用小客車""]",120.566111,22.615692
1279,2021-11-06 12:05:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉廣田路,0,1,"[""普通重型機車"",""自用小客車""]",120.566111,22.615692
1280,2021-11-06 12:19:00+00,屏東縣內埔鄉內埔村廣濟路6號附近,0,1,"[""自用小客車"",""普通重型機車""]",120.566156,22.611213
1281,2021-11-09 10:41:00+00,屏東縣內埔鄉廣濟路143號前0.0公尺,0,1,"[""普通重型機車"",""普通重型機車""]",120.566614,22.61248
1282,2021-11-14 17:08:00+00,屏東縣內埔鄉廣濟路85號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.565901,22.611167
1283,2021-12-20 17:10:00+00,屏東縣內埔鄉東寧村廣濟路口 / 屏東縣內埔鄉東寧村民生路附近,0,2,"[""普通重型機車"",""普通重型機車""]",120.565768,22.616797
1284,2021-12-20 17:10:00+00,屏東縣內埔鄉東寧村廣濟路口 / 屏東縣內埔鄉東寧村民生路附近,0,2,"[""普通重型機車"",""普通重型機車""]",120.565768,22.616797
1285,2021-12-20 08:45:00+00,屏東縣內埔鄉內埔村廣濟路30號前(圓環道路),0,2,"[""普通重型機車"",""普通重型機車"",""乘客人""]",120.566985,22.612661
1286,2021-08-03 20:08:00+00,屏東縣內埔鄉內埔村勝利路口 / 屏東縣內埔鄉內埔村光明路附近,0,1,"[""自用小客車"",""普通重型機車""]",120.570239,22.615862
1287,2021-08-03 20:08:00+00,屏東縣內埔鄉內埔村勝利路口 / 屏東縣內埔鄉內埔村光明路附近,0,1,"[""自用小客車"",""普通重型機車""]",120.570239,22.615862
1288,2021-09-20 13:27:00+00,屏東縣內埔鄉光明路130號前0.0公尺,0,1,"[""公營客運大客車"",""電動自行車慢車"",""自用小貨車(含客貨兩用)"",""自用小客車""]",120.573218,22.616523
1289,2021-09-29 08:30:00+00,屏東縣內埔鄉光明路276號前0.0公尺,0,2,"[""普通重型機車"",""普通重型機車""]",120.568272,22.615624
1290,2021-10-01 07:35:00+00,屏東縣內埔鄉內田村廣濟路與光明路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.566357,22.61514
1291,2021-10-05 17:50:00+00,屏東縣內埔鄉內埔村光明路541號前,0,1,"[""普通重型機車"",""自用小客車""]",120.569199,22.615669
1292,2021-10-07 18:00:00+00,屏東縣內埔鄉內埔村光明路286之1號前,0,1,"[""普通重型機車"",""普通重型機車""]",120.567933,22.615476
1293,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1294,2021-10-08 19:31:00+00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,0,2,"[""普通重型機車"",""普通重型機車""]",120.567136,22.614235
1295,2021-10-20 12:05:00+00,屏東縣內埔鄉光明路471號前,0,2,"[""普通重型機車"",""普通重型機車""]",120.572718,22.616177
1296,2021-10-24 09:21:00+00,屏東縣內埔鄉勝利路附近 / 屏東縣內埔鄉光明路,0,1,"[""普通重型機車"",""自用小客車""]",120.570242,22.61587
1297,2021-10-24 09:21:00+00,屏東縣內埔鄉勝利路附近 / 屏東縣內埔鄉光明路,0,1,"[""普通重型機車"",""自用小客車""]",120.570242,22.61587
1298,2021-10-26 18:46:00+00,屏東縣內埔鄉內埔村光明路與中興路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.571251,22.615992
1299,2021-11-05 19:03:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村中興路口,0,1,"[""電動輔助自行車慢車"",""自用小客車""]",120.571118,22.616002
1300,2021-11-05 19:03:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村中興路口,0,1,"[""電動輔助自行車慢車"",""自用小客車""]",120.571118,22.616002
1301,2021-11-07 16:05:00+00,屏東縣內埔鄉內埔村中興路口 / 屏東縣內埔鄉內埔村光明路附近,0,1,"[""普通重型機車""]",120.57124,22.616042
1302,2021-11-07 16:05:00+00,屏東縣內埔鄉內埔村中興路口 / 屏東縣內埔鄉內埔村光明路附近,0,1,"[""普通重型機車""]",120.57124,22.616042
1303,2021-11-16 19:30:00+00,屏東縣內埔鄉光明路471號,0,2,"[""普通重型機車"",""普通重型機車""]",120.572718,22.616177
1304,2021-11-24 18:35:00+00,屏東縣內埔鄉勝利路與光明路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.570251,22.615838
1305,2021-12-03 18:03:00+00,屏東縣內埔鄉光明路南華路,0,2,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.575423,22.616649
1306,2021-12-08 08:11:00+00,屏東縣內埔鄉光明路505號前,0,1,"[""普通重型機車"",""自用小貨車(含客貨兩用)""]",120.571386,22.61597
1307,2021-12-16 21:24:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村光明路口,0,1,"[""普通重型機車"",""自用小客車""]",120.567972,22.615493
1308,2021-12-16 21:24:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村光明路口,0,1,"[""普通重型機車"",""自用小客車""]",120.567972,22.615493
1309,2021-12-16 21:24:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村光明路口,0,1,"[""普通重型機車"",""自用小客車""]",120.567972,22.615493
1310,2021-12-16 21:24:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村光明路口,0,1,"[""普通重型機車"",""自用小客車""]",120.567972,22.615493
1311,2021-12-19 20:01:00+00,屏東縣內埔鄉光明路529號前,0,2,"[""自用小客車"",""普通重型機車"",""乘客人""]",120.569614,22.615688
1312,2021-12-24 09:26:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村新光路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.568343,22.615535
1313,2021-12-24 09:26:00+00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村新光路口,0,2,"[""普通重型機車"",""普通重型機車""]",120.568343,22.615535
1314,2021-12-28 09:32:00+00,屏東縣內埔鄉內埔村光明路與新光路口,0,1,"[""普通重型機車"",""普通重型機車""]",120.568412,22.615563
1315,2021-12-29 14:54:00+00,屏東縣內埔鄉東陽街口 / 屏東縣內埔鄉光明路,0,1,"[""自用小客車"",""普通重型機車""]",120.567163,22.614444
1316,2021-12-29 14:54:00+00,屏東縣內埔鄉東陽街口 / 屏東縣內埔鄉光明路,0,1,"[""自用小客車"",""普通重型機車""]",120.567163,22.614444
1317,2021-08-24 07:33:00+00,屏東縣內埔鄉大同路三段41號前,0,1,"[""自用小貨車(含客貨兩用)"",""普通重型機車""]",120.574619,22.638332
1318,2021-08-31 12:30:00+00,屏東縣內埔鄉大同路三段與嘉應路口,0,1,"[""自用小客車"",""普通重型機車""]",120.569363,22.634678
1319,2021-11-15 10:00:00+00,屏東縣內埔鄉大同路三段2號前,0,1,"[""普通重型機車""]",120.576648,22.640195
1320,2021-11-29 07:38:00+00,屏東縣內埔鄉大同路三段5號前,0,1,"[""自用小貨車(含客貨兩用)"",""普通重型機車""]",120.572891,22.636534
1321,2021-10-07 15:25:00+00,屏東縣內埔鄉老埤村學府路1號前,0,1,"[""腳踏自行車慢車"",""普通重型機車""]",120.595344,22.640866
1322,2021-11-10 16:37:00+00,屏東縣內埔鄉老埤村學府路1號(屏東科技大學)前,0,1,"[""普通重型機車"",""自用小客車""]",120.595505,22.64082
1323,2021-11-28 13:05:00+00,屏東縣內埔鄉科大北路往學府路方向,0,1,"[""普通重型機車"",""普通重型機車""]",120.609827,22.643345
1324,2021-12-16 18:14:00+00,屏東縣內埔鄉老埤村學府路與科大北路口,0,2,"[""普通重型機車"",""大型重型2(250550C.C.)機車""]",120.593261,22.64086
1325,2021-12-18 13:00:00+00,屏東縣內埔鄉老埤村學府路1號前,0,1,"[""普通重型機車"",""普通重型機車""]",120.595498,22.640779
1326,2021-12-20 16:18:00+00,屏東縣內埔鄉學府路與科大北路口,0,1,"[""自用小客車"",""普通重型機車""]",120.593214,22.640846
1327,2021-12-29 12:18:00+00,屏東縣內埔鄉老埤村學府路1號屏科大前,0,2,"[""普通重型機車"",""普通重型機車""]",120.595512,22.640857
1328,2021-07-27 15:57:00+00,屏東縣內埔鄉南寧路與南寧路502巷口,0,2,"[""普通重型機車"",""普通重型機車""]",120.553761,22.625098
